Interval Size: UnMinuto
Top: Top5
Intervals: 533

Filters:
------------------------------------------------------------------------------------------

Stadistical Information
------------------------------------------------------------------------------------------
SERVER																			
StartInterval	TotalCount	HTTP_5??	HTTP_4??	HTTP_3??	between 0  and 2 segs	between 2 and 4 segs	between 4 and 6 segs	between 6 and 8 segs	between 8 and 10 segs	between 10 and 15 segs	between 15 and 20 segs	between 20 and 30 segs	between 30 and 40 segs	between 40 and 60 segs	between 60 and 80 segs	between 80 and 100 segs	between 100 and 120 segs	between 120 and 2147483647 segs	
1.1.1.1	07/03/2014 02:18:43 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4825	200	393	20002417
1.1.1.1	07/03/2014 02:18:52 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=813	200	393	20002541
1.1.1.1	07/03/2014 02:18:12 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=809	200	393	20002814
1.1.1.1	07/03/2014 02:18:32 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=811	200	393	20002962
1.1.1.1	07/03/2014 02:19:03 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4827	200	393	20002403
1.1.1.1	07/03/2014 02:19:32 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=817	200	393	20002587
1.1.1.1	07/03/2014 02:19:52 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=819	200	393	20002592
1.1.1.1	07/03/2014 02:19:44 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4831	200	393	20005474
1.1.1.1	07/03/2014 02:19:12 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=815	200	393	20007120
1.1.1.1	07/03/2014 02:20:52 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=825	200	393	20002106
1.1.1.1	07/03/2014 02:20:24 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4835	200	393	20002171
1.1.1.1	07/03/2014 02:20:04 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4833	200	393	20002241
1.1.1.1	07/03/2014 02:20:12 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=821	200	393	20002254
1.1.1.1	07/03/2014 02:20:32 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=823	200	393	20002763
1.1.1.1	07/03/2014 02:21:12 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=827	200	393	20002174
1.1.1.1	07/03/2014 02:21:52 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=831	200	393	20002187
1.1.1.1	07/03/2014 02:21:44 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4843	200	393	20002387
1.1.1.1	07/03/2014 02:21:32 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=829	200	393	20002593
1.1.1.1	07/03/2014 02:21:24 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4841	200	393	20067770
1.1.1.1	07/03/2014 02:22:24 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4847	200	393	20002494
1.1.1.1	07/03/2014 02:22:04 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4845	200	393	20002706
1.1.1.1	07/03/2014 02:22:32 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=835	200	377	20002859
1.1.1.1	07/03/2014 02:22:45 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4849	200	393	20002944
1.1.1.1	07/03/2014 02:22:12 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=833	200	377	20003482
1.1.1.1	07/03/2014 02:23:25 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4853	200	393	20002152
1.1.1.1	07/03/2014 02:23:33 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=841	200	377	20002309
1.1.1.1	07/03/2014 02:23:13 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=839	200	377	20002372
1.1.1.1	07/03/2014 02:23:45 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4855	200	393	20002403
1.1.1.1	07/03/2014 02:23:53 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=843	200	4984	20002688
1.1.1.1	07/03/2014 02:24:05 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4857	200	393	20002224
1.1.1.1	07/03/2014 02:24:13 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=845	200	393	20002271
1.1.1.1	07/03/2014 02:24:33 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=847	200	393	20002431
1.1.1.1	07/03/2014 02:24:25 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4859	200	393	20002443
1.1.1.1	07/03/2014 02:24:53 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=849	200	393	20002663
1.1.1.1	07/03/2014 02:25:05 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4863	200	393	20002355
1.1.1.1	07/03/2014 02:25:45 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4867	200	393	20002858
1.1.1.1	07/03/2014 02:25:13 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=851	200	393	20002909
1.1.1.1	07/03/2014 02:25:53 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=855	200	393	20003463
1.1.1.1	07/03/2014 02:25:33 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=853	200	393	20004678
1.1.1.1	07/03/2014 02:26:13 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=857	200	393	20002251
1.1.1.1	07/03/2014 02:26:26 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4871	200	393	20002701
1.1.1.1	07/03/2014 02:26:53 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=861	200	393	20002769
1.1.1.1	07/03/2014 02:26:33 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=859	200	393	20003873
1.1.1.1	07/03/2014 02:26:06 p.m.	GET /InventoryGUI/in.36678-19580.erraiBus?z=4869	200	393	20041904
1.1.1.1	07/03/2014 02:27:31 p.m.	GET /gxvmdpe_backend/servlet/wwinconsistencias	200	18535	185254
1.1.1.1	07/03/2014 02:27:06 p.m.	GET /gxvmdpe_backend/servlet/entitymanagerordbackend?DSP,000022228939,2,	200	12584	185596
1.1.1.1	07/03/2014 02:27:34 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=865	200	393	20002555
1.1.1.1	07/03/2014 02:27:54 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=867	200	393	20002589
1.1.1.1	07/03/2014 02:27:13 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=863	200	393	20002604
1.1.1.1	07/03/2014 02:28:14 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=868	200	266	2520
1.1.1.1	07/03/2014 02:28:54 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=872	200	266	2875
1.1.1.1	07/03/2014 02:28:14 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=869	200	393	20002721
1.1.1.1	07/03/2014 02:28:34 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=871	200	393	20002796
1.1.1.1	07/03/2014 02:28:54 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=873	200	393	20002878
1.1.1.1	07/03/2014 02:29:37 p.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaOrdenesPreCierre?Usucod=MBJTEC&Ultfchsync=2014-3-7T14:20:22&Pagenumber=1.0000&Pagesize=10.0000	200	5887	82349
1.1.1.1	07/03/2014 02:29:40 p.m.	POST /gxvmdpe_frontend/rest/GxOfflineEventReplicator?fmt=json	200	4782	185132
1.1.1.1	07/03/2014 02:29:14 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=875	200	393	20002711
1.1.1.1	07/03/2014 02:29:34 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=877	200	393	20003010
1.1.1.1	07/03/2014 02:29:54 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=879	200	393	20004894
1.1.1.1	07/03/2014 02:30:54 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=884	200	266	1940
1.1.1.1	07/03/2014 02:30:34 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=882	200	266	2977
1.1.1.1	07/03/2014 02:30:34 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=883	200	393	20002310
1.1.1.1	07/03/2014 02:30:14 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=881	200	393	20002312
1.1.1.1	07/03/2014 02:30:54 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=885	200	393	20002555
1.1.1.1	07/03/2014 02:31:34 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=888	200	266	2058
1.1.1.1	07/03/2014 02:31:54 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=890	200	266	2085
1.1.1.1	07/03/2014 02:31:54 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=891	200	393	20002217
1.1.1.1	07/03/2014 02:31:14 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=887	200	393	20002295
1.1.1.1	07/03/2014 02:31:34 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=889	200	393	20002684
1.1.1.1	07/03/2014 02:32:34 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=894	200	266	2314
1.1.1.1	07/03/2014 02:32:55 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=896	200	266	2327
1.1.1.1	07/03/2014 02:32:14 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=893	200	393	20002573
1.1.1.1	07/03/2014 02:32:35 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=895	200	393	20002585
1.1.1.1	07/03/2014 02:32:55 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=897	200	393	20003084
1.1.1.1	07/03/2014 02:33:15 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=898	200	266	2021
1.1.1.1	07/03/2014 02:33:35 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=900	200	266	8281
1.1.1.1	07/03/2014 02:33:55 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=903	200	393	20002503
1.1.1.1	07/03/2014 02:33:15 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=899	200	393	20004504
1.1.1.1	07/03/2014 02:33:35 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=901	200	393	20006182
1.1.1.1	07/03/2014 02:34:15 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=904	200	266	2155
1.1.1.1	07/03/2014 02:34:35 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=906	200	266	2199
1.1.1.1	07/03/2014 02:34:55 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=909	200	393	20002364
1.1.1.1	07/03/2014 02:34:15 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=905	200	393	20002425
1.1.1.1	07/03/2014 02:34:35 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=907	200	393	20002992
1.1.1.1	07/03/2014 02:35:15 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=910	200	266	1988
1.1.1.1	07/03/2014 02:35:56 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=914	200	266	2189
1.1.1.1	07/03/2014 02:35:15 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=911	200	393	20002340
1.1.1.1	07/03/2014 02:35:56 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=915	200	393	20002435
1.1.1.1	07/03/2014 02:35:36 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=913	200	393	20003154
1.1.1.1	07/03/2014 02:36:43 p.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaUsuarios?Ultfchsync=0-0-0T0:0:0	200	906	67242
1.1.1.1	07/03/2014 02:36:42 p.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaMisDatos?Usucod=MICHEL	200	4891	106255
1.1.1.1	07/03/2014 02:36:56 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=921	200	393	20002375
1.1.1.1	07/03/2014 02:36:16 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=917	200	393	20002564
1.1.1.1	07/03/2014 02:36:36 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=919	200	393	20002825
1.1.1.1	07/03/2014 02:37:16 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=922	200	266	2587
1.1.1.1	07/03/2014 02:37:56 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=926	200	266	7795
1.1.1.1	07/03/2014 02:37:36 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=925	200	393	20002134
1.1.1.1	07/03/2014 02:37:56 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=927	200	393	20002412
1.1.1.1	07/03/2014 02:37:16 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=923	200	393	20002782
1.1.1.1	07/03/2014 02:38:56 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=932	200	266	2694
1.1.1.1	07/03/2014 02:38:36 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=930	200	266	2737
1.1.1.1	07/03/2014 02:38:16 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=929	200	393	20002521
1.1.1.1	07/03/2014 02:38:36 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=931	200	393	20002756
1.1.1.1	07/03/2014 02:38:56 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=933	200	393	20003969
1.1.1.1	07/03/2014 02:39:43 p.m.	POST /gxvmdpe_backend/servlet/awsreplicbackend	200	4724	32129
1.1.1.1	07/03/2014 02:39:43 p.m.	POST /gxvmdpe_frontend/rest/GxOfflineEventReplicator?fmt=json	200	4782	272800
1.1.1.1	07/03/2014 02:39:16 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=935	200	377	20002255
1.1.1.1	07/03/2014 02:39:56 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=939	200	377	20002567
1.1.1.1	07/03/2014 02:39:36 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=937	200	377	20002702
1.1.1.1	07/03/2014 02:40:17 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=940	200	266	2259
1.1.1.1	07/03/2014 02:40:57 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=944	200	4646	2361
1.1.1.1	07/03/2014 02:40:37 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=943	200	345	20002173
1.1.1.1	07/03/2014 02:40:17 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=941	200	377	20002371
1.1.1.1	07/03/2014 02:40:57 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=945	200	393	20003169
1.1.1.1	07/03/2014 02:41:17 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=946	200	266	2431
1.1.1.1	07/03/2014 02:41:37 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=948	200	266	40826
1.1.1.1	07/03/2014 02:41:57 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=951	200	393	20002886
1.1.1.1	07/03/2014 02:41:37 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=949	200	393	20004020
1.1.1.1	07/03/2014 02:41:17 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=947	200	393	20004294
1.1.1.1	07/03/2014 02:42:58 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=956	200	266	2120
1.1.1.1	07/03/2014 02:42:17 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=952	200	266	2227
1.1.1.1	07/03/2014 02:42:58 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=957	200	393	20002479
1.1.1.1	07/03/2014 02:42:18 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=953	200	393	20002907
1.1.1.1	07/03/2014 02:42:38 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=955	200	393	20002999
1.1.1.1	07/03/2014 02:43:38 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=960	200	266	2257
1.1.1.1	07/03/2014 02:43:58 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=962	200	266	2504
1.1.1.1	07/03/2014 02:43:38 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=961	200	393	20002529
1.1.1.1	07/03/2014 02:43:58 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=963	200	393	20002622
1.1.1.1	07/03/2014 02:43:18 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=959	200	393	20002645
1.1.1.1	07/03/2014 02:44:18 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=964	200	266	2209
1.1.1.1	07/03/2014 02:44:58 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=968	200	266	2239
1.1.1.1	07/03/2014 02:44:18 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=965	200	393	20002272
1.1.1.1	07/03/2014 02:44:58 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=969	200	393	20002978
1.1.1.1	07/03/2014 02:44:38 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=967	200	393	20003307
1.1.1.1	07/03/2014 02:45:18 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=970	200	266	2463
1.1.1.1	07/03/2014 02:45:38 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=972	200	266	4808
1.1.1.1	07/03/2014 02:45:58 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=975	200	393	20002672
1.1.1.1	07/03/2014 02:45:18 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=971	200	393	20003281
1.1.1.1	07/03/2014 02:45:38 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=973	200	393	20015984
1.1.1.1	07/03/2014 02:46:30 p.m.	POST /gxvmdpe_backend/servlet/awsdescargamisdatos	200	4836	68491
1.1.1.1	07/03/2014 02:46:30 p.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaMisDatos?Usucod=MICHEL	200	4891	125465
1.1.1.1	07/03/2014 02:46:59 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=981	200	393	20002502
1.1.1.1	07/03/2014 02:46:39 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=979	200	393	20002596
1.1.1.1	07/03/2014 02:46:19 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=977	200	393	20046281
1.1.1.1	07/03/2014 02:47:39 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=984	200	266	2174
1.1.1.1	07/03/2014 02:47:19 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=982	200	266	2354
1.1.1.1	07/03/2014 02:47:39 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=985	200	393	20002101
1.1.1.1	07/03/2014 02:47:59 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=987	200	393	20002250
1.1.1.1	07/03/2014 02:47:19 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=983	200	393	20002311
1.1.1.1	07/03/2014 02:48:39 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=990	200	266	2670
1.1.1.1	07/03/2014 02:48:19 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=988	200	266	5057
1.1.1.1	07/03/2014 02:48:19 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=989	200	393	20002261
1.1.1.1	07/03/2014 02:48:59 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=993	200	393	20002903
1.1.1.1	07/03/2014 02:48:39 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=991	200	393	20003254
1.1.1.1	07/03/2014 02:49:40 p.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaOrdenes?Usucod=MBJTEC&Ultfchsync=2014-3-7T14:29:14&Pagenumber=1.0000&Pagesize=10.0000	200	5795	84314
1.1.1.1	07/03/2014 02:49:48 p.m.	POST /gxvmdpe_frontend/rest/GxOfflineEventReplicator?fmt=json	200	4782	107605
1.1.1.1	07/03/2014 02:49:37 p.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaDatosDispCausas	200	4685	137040
1.1.1.1	07/03/2014 02:49:40 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=997	200	393	20002060
1.1.1.1	07/03/2014 02:49:20 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=995	200	393	20002392
1.1.1.1	07/03/2014 02:50:20 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1000	200	266	2250
1.1.1.1	07/03/2014 02:50:00 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=998	200	266	2331
1.1.1.1	07/03/2014 02:50:20 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1001	200	393	20002248
1.1.1.1	07/03/2014 02:50:00 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=999	200	393	20002367
1.1.1.1	07/03/2014 02:50:40 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1003	200	393	20003567
1.1.1.1	07/03/2014 02:51:00 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1004	200	266	2135
1.1.1.1	07/03/2014 02:51:40 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1008	200	266	6103
1.1.1.1	07/03/2014 02:51:00 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1005	200	393	20002497
1.1.1.1	07/03/2014 02:51:20 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1007	200	393	20002851
1.1.1.1	07/03/2014 02:51:40 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1009	200	393	20057006
1.1.1.1	07/03/2014 02:52:20 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1012	200	266	2352
1.1.1.1	07/03/2014 02:52:40 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1014	200	266	2698
1.1.1.1	07/03/2014 02:52:00 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1011	200	393	20002348
1.1.1.1	07/03/2014 02:52:20 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1013	200	393	20002651
1.1.1.1	07/03/2014 02:52:40 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1015	200	393	20002906
1.1.1.1	07/03/2014 02:53:00 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1016	200	266	2230
1.1.1.1	07/03/2014 02:53:40 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1020	200	266	2257
1.1.1.1	07/03/2014 02:53:00 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1017	200	393	20002234
1.1.1.1	07/03/2014 02:53:20 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1019	200	393	20002411
1.1.1.1	07/03/2014 02:53:40 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1021	200	393	20002512
1.1.1.1	07/03/2014 02:54:01 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1022	200	266	2264
1.1.1.1	07/03/2014 02:54:21 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1024	200	266	5150
1.1.1.1	07/03/2014 02:54:21 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1025	200	393	20002112
1.1.1.1	07/03/2014 02:54:41 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1027	200	393	20002274
1.1.1.1	07/03/2014 02:54:01 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1023	200	393	20002854
1.1.1.1	07/03/2014 02:55:41 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1032	200	266	2149
1.1.1.1	07/03/2014 02:55:21 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1030	200	266	2203
1.1.1.1	07/03/2014 02:55:41 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1033	200	393	20002291
1.1.1.1	07/03/2014 02:55:01 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1029	200	393	20002325
1.1.1.1	07/03/2014 02:55:21 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1031	200	393	20002882
1.1.1.1	07/03/2014 02:56:34 p.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaUsuarios?Ultfchsync=0-0-0T0:0:0	200	906	64685
1.1.1.1	07/03/2014 02:56:28 p.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaMisDatos?Usucod=MICHEL	200	4891	102694
1.1.1.1	07/03/2014 02:56:01 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1035	200	377	20002285
1.1.1.1	07/03/2014 02:56:41 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1039	200	377	20002342
1.1.1.1	07/03/2014 02:56:21 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1037	200	377	20002630
1.1.1.1	07/03/2014 02:57:01 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1040	200	266	2088
1.1.1.1	07/03/2014 02:57:41 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1044	200	234	2305
1.1.1.1	07/03/2014 02:57:41 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1045	200	4984	20002592
1.1.1.1	07/03/2014 02:57:21 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1043	200	377	20002830
1.1.1.1	07/03/2014 02:57:01 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1041	200	377	20003559
1.1.1.1	07/03/2014 02:58:42 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1050	200	266	2964
1.1.1.1	07/03/2014 02:58:21 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1048	200	266	5967
1.1.1.1	07/03/2014 02:58:22 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1049	200	393	20002278
1.1.1.1	07/03/2014 02:58:42 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1051	200	393	20002494
1.1.1.1	07/03/2014 02:58:01 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1047	200	393	20002612
1.1.1.1	07/03/2014 02:59:22 p.m.	POST /gxvmdpe_backend/servlet/awsdescargamisdatos	503	1237	5571
1.1.1.1	07/03/2014 02:59:22 p.m.	GET /gxvmdpe_frontend/rest/DPFrontDescargaMisDatos?Usucod=MBJTEC	500	4958	470251
1.1.1.1	07/03/2014 02:59:43 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1057	200	393	20002318
1.1.1.1	07/03/2014 02:59:23 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1055	200	393	20002547
1.1.1.1	07/03/2014 02:59:03 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1053	200	393	20003043
1.1.1.1	07/03/2014 03:00:23 p.m.	GET /MDMOffer-web/in.59120-47545.erraiBus?z=1060	200	266	5106
